Epoch,Discriminator Loss,Generator Loss
1,0.7153934376827185,0.7572816577222612
2,0.6944263149286813,0.780842668797083
3,0.6926663309191736,0.7836243952530018
4,0.6917748782369826,0.7847751270169797
5,0.6912801743417546,0.78547802388956
6,0.6910000480603481,0.7859094955207069
7,0.6908330128388704,0.7862139406699489
8,0.690732531271119,0.7864754549547094
9,0.690657757560988,0.7867172307150375
10,0.6906017951919261,0.7869506214263935
